transaction_id,loan_id,customer_id,transaction_date,transaction_amount,transaction_type,payment_method,status,remarks
4181,2195,193,4/17/2022 19:21,16340,Missed EMI,Credit Card,Successful,On-time payment.
4182,282,170,1/22/2024 21:00,48500,Prepayment,Online Transfer,Pending,Payment missed.
4183,193,713,1/9/2020 17:20,22483,Refund,Cash,Failed,Payment missed.
4184,2994,108,2/13/2024 4:10,3242,Missed EMI,Credit Card,Pending,Late penalty.
4185,391,498,9/14/2020 15:59,35522,Prepayment,UPI,Successful,Partial payment.
4186,2934,128,2/22/2021 19:53,47620,Penalty,UPI,Failed,Payment missed.
4187,1963,656,3/18/2023 23:08,34516,EMI Payment,UPI,Successful,Late penalty.
4188,2110,691,11/24/2023 16:57,8904,Missed EMI,Credit Card,Failed,Partial payment.
4189,390,315,2/10/2020 9:10,32712,Missed EMI,Online Transfer,Pending,On-time payment.
4190,2596,254,2/26/2020 10:58,42901,Prepayment,Credit Card,Pending,Payment missed.
4191,1246,633,8/19/2023 17:45,2032,Penalty,Cash,Successful,Partial payment.
4192,1903,457,9/12/2024 16:47,11064,Penalty,Online Transfer,Successful,Payment missed.
4193,2816,537,12/11/2019 20:17,48346,Prepayment,Online Transfer,Pending,Late penalty.
4194,521,67,5/22/2020 8:12,28950,Prepayment,Credit Card,Successful,On-time payment.
4195,849,379,11/11/2021 1:30,21800,Penalty,Credit Card,Successful,Payment missed.
4196,2956,840,11/16/2024 19:52,16292,Prepayment,Online Transfer,Successful,Payment missed.
4197,806,409,3/9/2024 14:44,7009,Penalty,Cash,Failed,Partial payment.
4198,1353,162,5/1/2022 6:21,39025,Prepayment,Credit Card,Failed,Payment missed.
4199,1778,777,8/13/2022 1:35,16799,Penalty,Credit Card,Failed,Late penalty.
4200,1768,808,5/28/2022 12:15,34816,Missed EMI,Cash,Pending,Payment missed.
4201,2434,722,9/30/2022 8:25,7684,EMI Payment,Credit Card,Successful,Payment missed.
4202,940,867,1/26/2023 11:52,21312,EMI Payment,Credit Card,Failed,Late penalty.
4203,337,871,4/9/2021 2:12,25420,EMI Payment,UPI,Failed,Payment missed.
4204,2693,689,1/11/2023 17:59,21596,Missed EMI,UPI,Successful,Payment missed.
4205,395,365,12/26/2020 7:17,4549,Prepayment,Cash,Pending,Payment missed.
4206,1838,115,8/17/2020 21:43,21452,EMI Payment,Cash,Pending,Late penalty.
4207,2287,99,2/9/2023 3:56,37478,Penalty,UPI,Successful,On-time payment.
4208,2530,119,12/29/2021 6:49,3235,Missed EMI,Cash,Failed,On-time payment.
4209,524,58,2/26/2023 8:14,8578,Refund,Credit Card,Pending,Partial payment.
4210,2093,52,5/5/2024 11:05,46446,EMI Payment,Online Transfer,Pending,Partial payment.
4211,2297,961,11/4/2024 3:26,6694,Refund,Cash,Pending,On-time payment.
4212,1071,654,10/22/2020 4:21,46184,Missed EMI,Cash,Failed,Late penalty.
4213,2917,374,7/21/2020 5:27,19495,Refund,Online Transfer,Failed,Payment missed.
4214,359,166,5/2/2020 17:09,36911,Penalty,Cash,Pending,Late penalty.
4215,21,937,4/2/2020 17:18,29683,Prepayment,Credit Card,Failed,Partial payment.
4216,1299,819,2/4/2020 12:37,6604,Penalty,Credit Card,Pending,Payment missed.
4217,766,308,9/12/2020 12:14,17936,EMI Payment,Online Transfer,Successful,Late penalty.
4218,2358,338,11/28/2022 3:04,9460,EMI Payment,Credit Card,Successful,Late penalty.
4219,1413,471,6/27/2024 18:25,22168,Missed EMI,Online Transfer,Pending,On-time payment.
4220,2151,463,8/15/2023 20:08,49234,Refund,Cash,Successful,Partial payment.
4221,2416,787,7/21/2021 3:14,4610,Penalty,Online Transfer,Pending,Partial payment.
4222,1828,856,7/31/2022 5:44,43862,Prepayment,UPI,Successful,Payment missed.
4223,178,620,10/1/2023 7:57,6131,EMI Payment,Online Transfer,Failed,Late penalty.
4224,442,45,3/17/2023 5:49,25759,Prepayment,UPI,Pending,Late penalty.
4225,1376,528,11/28/2021 1:49,23670,Penalty,Cash,Pending,Payment missed.
4226,60,964,9/6/2022 11:23,27071,Missed EMI,UPI,Pending,Partial payment.
4227,1908,420,5/3/2020 23:26,31890,Prepayment,Online Transfer,Successful,Payment missed.
4228,205,675,6/16/2024 0:36,8960,Missed EMI,Cash,Successful,Payment missed.
4229,1231,408,11/4/2020 22:40,40582,Missed EMI,UPI,Failed,On-time payment.
4230,987,521,8/25/2024 9:23,16655,Penalty,Cash,Pending,On-time payment.
4231,2624,998,3/5/2023 20:06,28047,Prepayment,Credit Card,Failed,On-time payment.
4232,2489,350,4/25/2024 17:36,10022,EMI Payment,UPI,Failed,On-time payment.
4233,1278,66,8/1/2024 19:57,35626,EMI Payment,UPI,Failed,On-time payment.
4234,384,640,10/15/2023 19:09,47943,Missed EMI,Cash,Successful,Payment missed.
4235,378,433,2/12/2021 12:30,15635,EMI Payment,Cash,Failed,On-time payment.
4236,2360,382,10/22/2022 12:22,23993,Penalty,UPI,Failed,Late penalty.
4237,2131,387,2/25/2020 18:31,2835,EMI Payment,Online Transfer,Pending,Partial payment.
4238,2772,338,7/6/2023 21:04,17330,Refund,Cash,Failed,On-time payment.
4239,1554,858,11/29/2022 18:24,40492,EMI Payment,Online Transfer,Failed,Payment missed.
4240,2560,774,1/27/2022 4:25,29764,Prepayment,UPI,Failed,On-time payment.
4241,274,279,10/4/2022 10:24,22786,Prepayment,UPI,Pending,Partial payment.
4242,2231,321,8/24/2023 23:27,14078,EMI Payment,Cash,Successful,Partial payment.
4243,104,847,4/14/2024 7:25,20428,Penalty,Credit Card,Failed,Partial payment.
4244,2723,747,4/3/2021 17:59,9353,Missed EMI,UPI,Failed,Late penalty.
4245,2479,613,9/26/2021 5:20,36477,EMI Payment,Credit Card,Successful,Partial payment.
4246,2719,603,10/12/2020 14:57,9545,Refund,Credit Card,Successful,Partial payment.
4247,607,539,8/29/2021 16:45,46454,Penalty,UPI,Pending,Partial payment.
4248,134,269,3/20/2024 15:22,40914,Refund,Online Transfer,Successful,Payment missed.
4249,2072,15,4/9/2020 13:27,30723,Prepayment,Credit Card,Failed,Partial payment.
4250,1113,293,5/19/2022 23:54,43229,Prepayment,UPI,Successful,Partial payment.
4251,229,979,7/16/2020 3:51,7636,EMI Payment,Credit Card,Successful,Late penalty.
4252,342,12,8/11/2021 1:16,14139,Refund,Cash,Failed,Payment missed.
4253,1129,913,4/11/2023 19:19,10296,EMI Payment,UPI,Successful,On-time payment.
4254,1840,203,4/9/2021 15:56,40439,Refund,Cash,Failed,Payment missed.
4255,1531,987,1/13/2024 17:05,2582,Missed EMI,UPI,Successful,Payment missed.
4256,1124,859,5/14/2023 22:06,28617,Penalty,Online Transfer,Failed,On-time payment.
4257,2824,906,12/22/2020 8:52,47959,EMI Payment,UPI,Failed,Payment missed.
4258,2020,39,9/6/2024 16:41,15115,Penalty,Online Transfer,Failed,Partial payment.
4259,1447,738,12/1/2021 5:52,4847,Refund,Cash,Failed,Payment missed.
4260,223,994,6/30/2021 0:12,8164,Missed EMI,Credit Card,Failed,Payment missed.
4261,931,114,4/29/2023 8:46,5657,Prepayment,Credit Card,Successful,Late penalty.
4262,778,577,2/19/2023 1:41,14461,Refund,UPI,Pending,Partial payment.
4263,1221,989,4/1/2024 2:50,37482,Penalty,Credit Card,Failed,Payment missed.
4264,1,552,3/9/2020 19:46,23876,Prepayment,Credit Card,Successful,Partial payment.
4265,2719,507,6/20/2021 0:04,44752,Missed EMI,Cash,Failed,On-time payment.
4266,2416,586,8/21/2023 4:56,7353,Missed EMI,Cash,Failed,On-time payment.
4267,2000,513,7/27/2024 14:40,10712,Prepayment,Cash,Pending,On-time payment.
4268,1550,713,10/29/2022 2:21,11790,Prepayment,Cash,Successful,Late penalty.
4269,454,856,9/12/2020 4:01,12816,Penalty,Cash,Failed,Payment missed.
4270,963,501,2/3/2023 19:10,40591,Prepayment,Cash,Failed,Late penalty.
4271,289,749,4/30/2021 18:57,30312,Refund,Cash,Successful,Late penalty.
4272,1006,972,1/2/2022 11:13,13397,Penalty,UPI,Pending,Partial payment.
4273,2433,132,6/8/2024 1:48,18603,Prepayment,Credit Card,Pending,Payment missed.
4274,835,461,10/20/2023 21:58,8220,Refund,Credit Card,Successful,Partial payment.
4275,859,349,9/29/2021 6:45,7835,EMI Payment,Credit Card,Pending,Late penalty.
4276,797,903,10/20/2022 18:01,4457,Refund,Credit Card,Failed,On-time payment.
4277,1761,553,2/27/2020 3:37,9995,Refund,UPI,Failed,Payment missed.
4278,1136,422,6/23/2023 11:01,40348,Penalty,Cash,Failed,Payment missed.
4279,328,989,10/26/2021 11:16,44032,Prepayment,Cash,Pending,Late penalty.
4280,2431,363,1/14/2023 9:13,44150,Missed EMI,UPI,Failed,Payment missed.
4281,2490,750,9/26/2022 14:51,28878,Penalty,Credit Card,Pending,Payment missed.
4282,845,733,8/18/2021 12:52,37527,Prepayment,Online Transfer,Successful,Partial payment.
4283,1257,161,4/4/2020 14:54,4338,EMI Payment,Online Transfer,Pending,Payment missed.
4284,1033,22,4/12/2023 21:48,37175,Prepayment,Cash,Failed,Partial payment.
4285,2332,950,6/28/2021 0:04,43424,Penalty,Credit Card,Successful,Partial payment.
4286,880,122,8/14/2022 7:53,15290,Prepayment,UPI,Failed,Late penalty.
4287,1959,369,11/6/2022 0:52,48274,Prepayment,UPI,Pending,Partial payment.
4288,2336,683,3/26/2024 3:42,26820,Missed EMI,UPI,Pending,On-time payment.
4289,1304,244,11/24/2024 5:09,22840,Refund,Credit Card,Failed,On-time payment.
4290,606,494,9/17/2024 23:54,14229,Missed EMI,UPI,Successful,Partial payment.
4291,706,387,3/10/2021 1:57,25873,Penalty,UPI,Failed,Late penalty.
4292,450,468,8/20/2024 9:51,8305,EMI Payment,UPI,Successful,On-time payment.
4293,1356,144,2/5/2020 16:59,15459,Missed EMI,Cash,Failed,On-time payment.
4294,648,991,11/6/2021 1:22,17898,Refund,Online Transfer,Pending,Partial payment.
4295,2331,168,3/13/2021 10:58,3761,Prepayment,UPI,Failed,Late penalty.
4296,1093,221,6/27/2024 10:53,5876,Missed EMI,Online Transfer,Pending,Late penalty.
4297,328,841,6/16/2022 4:10,30926,Refund,Online Transfer,Successful,Payment missed.
4298,902,398,1/29/2021 23:37,27877,Missed EMI,Cash,Failed,Late penalty.
4299,597,126,3/2/2022 19:01,42407,EMI Payment,UPI,Pending,Late penalty.
4300,1182,344,2/1/2023 11:06,28182,Prepayment,Online Transfer,Successful,On-time payment.
4301,1761,177,12/20/2019 16:04,27698,Penalty,Cash,Pending,Partial payment.
4302,1407,964,3/5/2020 21:24,26430,EMI Payment,Credit Card,Failed,On-time payment.
4303,856,110,1/16/2024 11:52,20210,EMI Payment,Cash,Successful,On-time payment.
4304,1486,528,12/14/2022 7:46,4660,EMI Payment,Credit Card,Successful,Late penalty.
4305,443,230,3/27/2024 14:46,18528,Missed EMI,Credit Card,Successful,On-time payment.
4306,1817,389,2/3/2022 12:04,7752,Penalty,UPI,Successful,Partial payment.
4307,1914,661,12/19/2023 10:15,24643,Penalty,Credit Card,Successful,Payment missed.
4308,891,146,7/18/2023 12:10,47590,Refund,Credit Card,Successful,Payment missed.
4309,2862,334,9/22/2020 17:17,8546,Refund,Cash,Pending,On-time payment.
4310,1703,1000,6/22/2022 12:56,12759,EMI Payment,Cash,Successful,Partial payment.
4311,1206,71,4/20/2022 7:24,11549,Prepayment,Credit Card,Pending,Partial payment.
4312,150,184,12/22/2022 20:52,49073,Missed EMI,UPI,Pending,Partial payment.
4313,1147,600,8/2/2020 19:13,35208,EMI Payment,UPI,Failed,Late penalty.
4314,1553,521,6/17/2023 1:33,12189,EMI Payment,Online Transfer,Pending,Payment missed.
4315,54,964,12/26/2019 12:56,24503,Prepayment,Credit Card,Pending,Late penalty.
4316,2117,10,4/25/2021 4:08,30486,Refund,Cash,Pending,Payment missed.
4317,687,721,9/22/2023 2:15,49961,Penalty,Online Transfer,Pending,Partial payment.
4318,344,889,11/18/2022 16:55,25287,Refund,Online Transfer,Successful,Late penalty.
4319,1837,823,12/1/2019 3:20,37076,Penalty,Cash,Successful,Partial payment.
4320,57,433,2/14/2024 7:08,48199,Missed EMI,Credit Card,Failed,On-time payment.
4321,1862,592,12/9/2023 8:02,28034,Penalty,Cash,Failed,Late penalty.
4322,1015,551,9/7/2022 6:41,15224,Missed EMI,Credit Card,Failed,Payment missed.
4323,19,478,6/2/2022 13:30,19570,Prepayment,Online Transfer,Failed,On-time payment.
4324,765,555,1/18/2020 6:00,33000,Penalty,Online Transfer,Successful,Late penalty.
4325,1492,548,5/25/2024 19:50,44441,Penalty,Credit Card,Failed,Payment missed.
4326,1600,257,8/9/2021 6:51,2286,Penalty,UPI,Successful,On-time payment.
4327,1799,296,9/23/2022 13:57,1245,EMI Payment,Credit Card,Failed,Late penalty.
4328,1051,316,7/8/2021 5:11,7059,Missed EMI,Cash,Pending,Partial payment.
4329,1656,856,1/20/2023 21:44,9176,Penalty,UPI,Successful,Payment missed.
4330,2726,287,8/3/2020 11:17,40842,Penalty,Cash,Failed,Payment missed.
4331,1704,995,2/24/2023 1:16,40634,EMI Payment,Cash,Failed,On-time payment.
4332,1321,597,6/28/2024 20:39,40684,EMI Payment,Online Transfer,Failed,Payment missed.
4333,594,761,2/10/2022 15:13,4515,EMI Payment,Online Transfer,Pending,Late penalty.
4334,1151,128,11/28/2024 1:56,9063,Prepayment,Cash,Pending,Late penalty.
4335,2936,964,9/28/2020 4:36,34446,Refund,Credit Card,Failed,On-time payment.
4336,2390,586,9/2/2023 7:33,11793,Penalty,Online Transfer,Pending,Partial payment.
4337,329,497,7/20/2021 14:24,11026,Missed EMI,Online Transfer,Successful,Payment missed.
4338,1685,862,10/8/2021 21:36,33754,Prepayment,UPI,Pending,Partial payment.
4339,2674,324,3/9/2022 3:02,16708,Missed EMI,Credit Card,Successful,Payment missed.
4340,1100,506,8/14/2020 13:20,40278,EMI Payment,Online Transfer,Successful,Late penalty.
4341,310,606,2/27/2020 10:42,24675,Penalty,Online Transfer,Failed,Payment missed.
4342,2975,214,3/8/2023 5:16,39269,Missed EMI,Online Transfer,Successful,Partial payment.
4343,2569,412,12/22/2022 14:57,40162,Penalty,Credit Card,Successful,Partial payment.
4344,1550,782,12/7/2021 19:32,39699,Prepayment,UPI,Pending,Late penalty.
4345,2815,16,10/21/2023 9:26,28712,Penalty,Credit Card,Failed,On-time payment.
4346,303,749,6/9/2021 6:51,18563,Refund,Cash,Pending,Late penalty.
4347,1195,192,8/26/2020 18:57,37053,EMI Payment,Cash,Pending,Late penalty.
4348,2848,480,11/8/2021 16:16,40264,Refund,Online Transfer,Failed,Late penalty.
4349,448,218,7/26/2024 13:39,24330,Missed EMI,Credit Card,Pending,On-time payment.
4350,1563,41,5/25/2021 23:24,20745,EMI Payment,Cash,Failed,Late penalty.
4351,770,648,4/30/2022 7:38,26673,Prepayment,Credit Card,Pending,Payment missed.
4352,2003,620,11/12/2021 8:58,31373,Penalty,Online Transfer,Failed,Late penalty.
4353,169,801,3/17/2024 21:49,43290,Prepayment,Credit Card,Pending,Late penalty.
4354,2094,46,3/8/2021 3:43,30551,Penalty,UPI,Pending,On-time payment.
4355,2049,749,4/16/2023 21:46,8632,Prepayment,Credit Card,Successful,Partial payment.
4356,2789,66,10/2/2022 5:35,31351,Refund,Online Transfer,Pending,Payment missed.
4357,2704,328,12/25/2019 10:22,36946,EMI Payment,UPI,Failed,On-time payment.
4358,2486,985,4/7/2024 1:33,35974,EMI Payment,Credit Card,Pending,Partial payment.
4359,1524,486,6/13/2021 23:49,30595,Refund,Online Transfer,Successful,On-time payment.
4360,2838,992,6/16/2021 19:39,49984,Refund,Online Transfer,Successful,Payment missed.
4361,171,57,6/22/2022 20:24,17377,EMI Payment,Credit Card,Failed,Late penalty.
4362,1943,365,4/9/2022 5:59,3362,EMI Payment,Online Transfer,Failed,Partial payment.
4363,387,660,4/6/2024 13:43,21214,Missed EMI,Online Transfer,Pending,Partial payment.
4364,1214,438,3/19/2023 13:39,33644,Prepayment,Cash,Failed,On-time payment.
4365,219,16,1/15/2022 18:55,43524,Missed EMI,Online Transfer,Successful,Late penalty.
4366,186,613,9/21/2022 19:08,21147,Missed EMI,Cash,Successful,Payment missed.
4367,2050,735,5/16/2022 20:05,43340,Refund,UPI,Successful,Payment missed.
4368,480,85,7/25/2021 18:26,37316,Penalty,UPI,Failed,Late penalty.
4369,1889,409,6/18/2023 7:08,4782,Penalty,UPI,Failed,Partial payment.
4370,1431,18,3/7/2020 20:01,27875,EMI Payment,UPI,Failed,Payment missed.
4371,1047,334,4/12/2020 6:01,29293,Penalty,Cash,Successful,Partial payment.
4372,1181,782,4/19/2021 23:16,29395,Penalty,Cash,Pending,On-time payment.
4373,926,835,11/4/2022 1:20,29987,Refund,UPI,Failed,Payment missed.
4374,148,132,1/16/2020 6:20,35256,Refund,Online Transfer,Successful,Late penalty.
4375,1823,725,6/8/2020 16:11,19599,Penalty,UPI,Failed,On-time payment.
4376,359,923,10/1/2022 10:16,22973,Refund,UPI,Pending,Partial payment.
4377,884,993,2/24/2022 21:14,40326,Prepayment,Online Transfer,Successful,Payment missed.
4378,2081,1,4/10/2023 0:49,33933,Prepayment,Cash,Successful,On-time payment.
4379,2761,786,5/19/2020 22:55,46584,Prepayment,Cash,Failed,Partial payment.
4380,1162,634,4/16/2020 14:49,43126,Missed EMI,UPI,Successful,Payment missed.
4381,1269,54,7/15/2022 12:40,17213,Missed EMI,Cash,Pending,Payment missed.
4382,2401,404,9/9/2024 22:15,16599,Missed EMI,Online Transfer,Pending,Partial payment.
4383,883,82,7/22/2023 2:29,25878,Missed EMI,Credit Card,Failed,Payment missed.
4384,279,749,7/24/2021 22:19,47079,Penalty,Cash,Successful,On-time payment.
4385,2946,900,3/9/2021 5:27,4982,Refund,Credit Card,Successful,Partial payment.
4386,2231,661,8/11/2021 12:00,37293,Missed EMI,Online Transfer,Pending,On-time payment.
4387,2853,433,10/7/2023 21:10,46978,EMI Payment,Cash,Pending,Late penalty.
4388,2559,171,12/16/2019 5:37,46162,Penalty,UPI,Successful,Partial payment.
4389,75,291,12/21/2022 21:54,47823,Refund,Credit Card,Failed,Payment missed.
4390,2204,12,1/5/2023 3:50,1006,Missed EMI,Online Transfer,Pending,Partial payment.
4391,1799,675,9/25/2024 11:44,17254,Prepayment,Cash,Successful,Late penalty.
4392,1155,544,11/28/2022 16:26,31856,Missed EMI,Cash,Failed,On-time payment.
4393,2358,761,6/26/2021 8:18,49499,Refund,Cash,Failed,On-time payment.
4394,2912,85,1/31/2020 10:19,9994,Missed EMI,Online Transfer,Failed,On-time payment.
4395,2228,58,3/18/2021 2:57,39982,EMI Payment,Credit Card,Failed,Late penalty.
4396,1593,59,10/22/2023 23:15,8222,Missed EMI,Online Transfer,Successful,Payment missed.
4397,84,359,11/9/2023 18:16,17284,Refund,Online Transfer,Pending,On-time payment.
4398,2508,550,9/18/2021 15:48,28990,Penalty,UPI,Successful,Partial payment.
4399,714,833,11/15/2022 17:48,26503,Missed EMI,UPI,Successful,Partial payment.
4400,1457,613,5/13/2022 20:12,41053,Refund,Online Transfer,Successful,On-time payment.
4401,662,684,11/15/2023 5:25,35013,Penalty,Cash,Successful,Late penalty.
4402,305,652,2/7/2023 3:13,3848,Missed EMI,Online Transfer,Failed,Payment missed.
4403,729,275,1/5/2020 9:02,36511,EMI Payment,Credit Card,Failed,Partial payment.
4404,2139,458,8/3/2020 22:37,9517,Penalty,Credit Card,Pending,On-time payment.
4405,1376,702,7/20/2022 4:25,5961,Missed EMI,UPI,Pending,Late penalty.
4406,511,530,9/2/2021 4:53,36916,Missed EMI,Online Transfer,Failed,On-time payment.
4407,2591,454,5/25/2023 16:01,16410,EMI Payment,Online Transfer,Failed,Payment missed.
4408,1060,743,5/18/2021 23:10,3198,Refund,Credit Card,Failed,On-time payment.
4409,1846,901,6/12/2021 16:04,33029,Penalty,Online Transfer,Failed,Late penalty.
4410,209,735,10/31/2022 1:57,2802,Penalty,Online Transfer,Failed,Payment missed.
4411,1092,602,10/19/2020 10:43,41978,Refund,Online Transfer,Pending,On-time payment.
4412,110,345,4/17/2023 20:19,13077,Refund,Cash,Successful,On-time payment.
4413,566,849,5/23/2024 3:51,37376,Missed EMI,Credit Card,Successful,Payment missed.
4414,2399,119,3/5/2023 10:45,5140,Prepayment,Credit Card,Pending,On-time payment.
4415,2721,193,7/5/2024 9:34,30239,Refund,Cash,Pending,Partial payment.
4416,2773,540,7/20/2020 4:48,40386,Missed EMI,Cash,Pending,Late penalty.
4417,1649,833,3/27/2021 9:24,34387,EMI Payment,Cash,Failed,Payment missed.
4418,77,318,2/17/2023 19:21,19569,Missed EMI,Cash,Failed,On-time payment.
4419,1581,120,11/6/2023 18:27,34565,Refund,Online Transfer,Successful,On-time payment.
4420,2779,387,4/15/2020 19:30,31857,EMI Payment,Credit Card,Failed,Payment missed.
4421,2780,474,8/24/2022 11:15,38745,Penalty,Credit Card,Successful,Payment missed.
4422,1579,821,5/26/2022 7:24,22795,Missed EMI,Credit Card,Successful,Partial payment.
4423,944,902,12/31/2023 7:04,46038,EMI Payment,Online Transfer,Successful,Partial payment.
4424,2898,438,12/27/2022 12:34,6754,Prepayment,UPI,Failed,Partial payment.
4425,131,874,8/20/2020 22:13,3465,Prepayment,Online Transfer,Failed,Late penalty.
4426,385,486,7/25/2021 0:29,17842,Missed EMI,Online Transfer,Pending,Partial payment.
4427,875,362,9/28/2024 9:20,25830,Missed EMI,Cash,Pending,Late penalty.
4428,2710,258,1/9/2023 19:46,37325,Prepayment,Online Transfer,Successful,Late penalty.
4429,206,783,8/24/2022 2:33,29373,EMI Payment,Cash,Successful,Partial payment.
4430,2486,239,5/31/2023 9:23,30753,Missed EMI,UPI,Failed,Late penalty.
4431,725,293,2/11/2021 11:29,3596,Refund,Online Transfer,Pending,Late penalty.
4432,1080,590,10/29/2024 7:47,25855,Missed EMI,UPI,Pending,Payment missed.
4433,301,841,2/17/2022 13:55,33173,EMI Payment,Credit Card,Successful,On-time payment.
4434,805,196,10/22/2023 14:47,38156,Prepayment,UPI,Failed,Late penalty.
4435,1219,419,2/20/2023 16:57,22532,Missed EMI,Online Transfer,Pending,Late penalty.
4436,2250,791,5/8/2020 22:55,26504,Penalty,Credit Card,Successful,Payment missed.
4437,1189,719,1/9/2024 21:10,16588,Refund,UPI,Pending,Payment missed.
4438,1442,376,10/25/2021 23:07,37359,Refund,Online Transfer,Successful,Partial payment.
4439,1757,429,6/17/2023 16:52,42840,Missed EMI,Credit Card,Pending,On-time payment.
4440,1992,362,3/13/2020 13:26,7676,EMI Payment,UPI,Successful,Partial payment.
4441,903,41,7/23/2021 13:06,29166,Prepayment,Online Transfer,Pending,Late penalty.
4442,2642,689,2/3/2024 4:51,4163,Penalty,Credit Card,Failed,On-time payment.
4443,2533,122,6/8/2020 23:17,1523,Refund,Online Transfer,Failed,Payment missed.
4444,2644,486,2/22/2020 18:23,14422,Prepayment,UPI,Pending,On-time payment.
4445,952,948,7/16/2021 11:52,44115,Penalty,Cash,Pending,On-time payment.
4446,1666,469,9/26/2024 7:40,48572,Prepayment,Credit Card,Failed,Partial payment.
4447,809,525,6/13/2022 3:17,44803,Penalty,Credit Card,Successful,Late penalty.
4448,559,842,5/29/2023 12:36,40123,Missed EMI,Credit Card,Successful,Partial payment.
4449,183,571,8/11/2024 19:29,23622,Refund,Cash,Pending,Partial payment.
4450,153,120,4/23/2024 4:56,49381,Refund,Cash,Pending,Late penalty.
4451,1288,345,6/30/2020 12:00,47711,EMI Payment,Cash,Pending,Late penalty.
4452,270,206,7/14/2024 6:23,15225,Prepayment,Credit Card,Successful,On-time payment.
4453,481,99,1/6/2022 20:41,44880,Penalty,UPI,Pending,Payment missed.
4454,50,155,1/8/2020 23:22,33217,Refund,Credit Card,Pending,On-time payment.
4455,1488,72,9/20/2024 10:56,7038,Penalty,Cash,Pending,Late penalty.
4456,911,551,11/17/2022 13:16,24130,Missed EMI,Online Transfer,Failed,Payment missed.
4457,576,637,11/21/2021 15:19,23440,Missed EMI,Online Transfer,Pending,On-time payment.
4458,160,213,8/22/2022 23:07,15749,Refund,UPI,Successful,Partial payment.
4459,2416,659,2/19/2022 19:41,27735,Prepayment,Credit Card,Successful,On-time payment.
4460,2175,139,6/27/2024 12:25,20821,Penalty,Credit Card,Failed,Payment missed.
4461,2359,353,7/27/2022 22:38,46979,Refund,Online Transfer,Successful,On-time payment.
4462,2039,241,2/4/2024 4:17,26199,Missed EMI,UPI,Pending,Late penalty.
4463,1974,42,10/10/2021 21:27,38226,Penalty,UPI,Successful,Payment missed.
4464,1958,500,9/17/2020 7:57,15406,Prepayment,UPI,Pending,On-time payment.
4465,1267,538,2/25/2020 1:36,26861,Penalty,Cash,Pending,Payment missed.
4466,467,690,9/17/2021 4:14,1575,Penalty,UPI,Successful,Payment missed.
4467,90,242,4/30/2022 22:03,18321,EMI Payment,Credit Card,Failed,On-time payment.
4468,2053,785,12/3/2020 9:34,14580,EMI Payment,Cash,Pending,Payment missed.
4469,806,340,9/7/2022 8:57,48797,Prepayment,Online Transfer,Failed,On-time payment.
4470,1423,874,7/31/2021 4:56,45686,Prepayment,Credit Card,Pending,On-time payment.
4471,1487,486,8/21/2023 20:12,33071,EMI Payment,UPI,Successful,Partial payment.
4472,2420,427,8/25/2020 6:46,17207,Penalty,Online Transfer,Failed,On-time payment.
4473,1885,544,6/11/2023 20:32,48894,Refund,Credit Card,Failed,Late penalty.
4474,2061,898,4/2/2024 8:13,32180,Penalty,Online Transfer,Failed,On-time payment.
4475,1385,122,4/1/2024 4:03,36452,Prepayment,Online Transfer,Pending,Partial payment.
4476,10,849,11/5/2021 21:44,32466,Penalty,Online Transfer,Failed,On-time payment.
4477,2389,963,3/6/2024 16:36,49301,Penalty,Cash,Successful,On-time payment.
4478,1167,685,4/11/2022 7:24,13513,Missed EMI,Cash,Pending,Late penalty.
4479,2747,250,7/25/2022 11:49,31782,Refund,UPI,Successful,Late penalty.
4480,203,280,8/7/2020 8:07,46259,Prepayment,Credit Card,Pending,Late penalty.
4481,2118,404,2/6/2022 11:36,33423,Missed EMI,Online Transfer,Failed,On-time payment.
4482,941,157,1/9/2021 1:57,1442,Prepayment,Cash,Successful,Late penalty.
4483,719,360,4/27/2020 22:52,12718,Penalty,Online Transfer,Pending,Payment missed.
4484,1877,469,7/15/2022 3:37,37653,Missed EMI,Credit Card,Successful,Late penalty.
4485,1477,866,7/12/2024 12:06,11664,EMI Payment,Credit Card,Failed,On-time payment.
4486,1642,578,7/31/2024 12:43,27272,EMI Payment,Online Transfer,Pending,Partial payment.
4487,2486,66,4/11/2024 8:50,18063,Penalty,Online Transfer,Successful,On-time payment.
4488,1460,777,5/4/2020 11:44,20066,Refund,Credit Card,Failed,Partial payment.
4489,585,386,1/13/2023 21:22,45756,Prepayment,Credit Card,Failed,On-time payment.
4490,2756,418,10/14/2020 4:11,9055,EMI Payment,UPI,Failed,Late penalty.
4491,2898,617,10/30/2023 1:20,11295,Penalty,Cash,Failed,On-time payment.
4492,364,506,4/30/2020 6:37,24845,Missed EMI,Cash,Failed,Late penalty.
4493,1047,794,10/1/2022 7:39,40245,EMI Payment,Online Transfer,Successful,Payment missed.
4494,2155,129,5/9/2022 11:36,11841,Penalty,UPI,Pending,Late penalty.
4495,29,449,9/6/2020 5:43,5158,Prepayment,UPI,Pending,Late penalty.
4496,1519,330,11/29/2023 7:39,34417,Missed EMI,Credit Card,Successful,Late penalty.
4497,364,574,5/28/2022 1:02,11082,EMI Payment,UPI,Successful,Partial payment.
4498,1746,967,9/19/2024 8:37,32659,Prepayment,Credit Card,Failed,On-time payment.
