loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk
2296,868,423591,11/3/2020,Defaulted,8,3.96,Education,House,High
2297,538,456390,11/17/2022,Defaulted,5,3.54,Business Expansion,House,Low
2298,507,450852,2/24/2021,Closed,9,5.16,Education,None,Low
2299,862,198448,2/3/2020,Closed,1,8.2,Education,Car,High
2300,633,42533,9/4/2020,Approved,10,11.5,Business Expansion,Car,Low
2301,531,255192,4/23/2022,Approved,3,8,Medical,Car,Low
2302,699,52149,5/21/2021,Approved,3,10.21,Home Renovation,Car,Low
2303,128,360211,5/13/2021,Defaulted,5,5.37,Business Expansion,None,High
2304,357,170507,12/27/2021,Approved,2,5.49,Business Expansion,House,High
2305,231,179275,4/21/2022,Closed,8,10.18,Medical,None,Low
2306,335,246089,7/27/2023,Closed,10,8.89,Business Expansion,House,Medium
2307,507,82009,9/14/2024,Approved,10,4.79,Education,None,Low
2308,838,217350,5/10/2021,Defaulted,7,7.51,Business Expansion,House,Low
2309,967,261420,8/28/2024,Closed,8,5.25,Education,Car,Medium
2310,964,360610,1/5/2020,Closed,5,8.77,Education,Car,Low
2311,354,208001,11/11/2024,Closed,3,7.1,Medical,None,Medium
2312,176,215113,3/9/2020,Defaulted,8,10.43,Home Renovation,Car,Medium
2313,26,75184,5/8/2021,Approved,2,11.72,Business Expansion,House,Low
2314,845,244620,1/17/2022,Approved,1,7.43,Home Renovation,None,High
2315,341,438097,3/31/2022,Defaulted,4,5.87,Medical,None,Low
2316,305,187905,6/8/2020,Approved,6,8.77,Business Expansion,House,Low
2317,579,339063,4/11/2020,Defaulted,7,4.06,Business Expansion,House,Medium
2318,283,350487,11/14/2024,Closed,6,5.71,Home Renovation,None,Medium
2319,76,256166,4/24/2022,Closed,6,10.1,Home Renovation,None,High
2320,455,214399,2/10/2024,Rejected,8,3.98,Medical,None,High
2321,243,79447,8/19/2020,Defaulted,7,7.84,Business Expansion,None,Low
2322,196,100341,5/3/2023,Rejected,3,11.34,Medical,House,Medium
2323,147,105685,6/2/2022,Closed,8,7.55,Business Expansion,Car,Medium
2324,696,84905,10/24/2020,Approved,5,8.55,Home Renovation,Car,Medium
2325,229,241765,3/12/2023,Closed,3,6.7,Medical,None,Low
2326,914,471153,10/4/2024,Approved,1,5.13,Business Expansion,Car,High
2327,144,136654,5/27/2022,Approved,6,4.24,Home Renovation,Car,High
2328,950,30379,4/2/2021,Rejected,6,6.6,Education,House,Medium
2329,971,12164,2/7/2022,Closed,10,8.75,Home Renovation,None,Medium
2330,626,228678,8/6/2020,Rejected,10,3.94,Business Expansion,None,Low
2331,764,252497,7/19/2022,Approved,6,4.09,Education,Car,Medium
2332,90,332785,7/16/2024,Closed,1,4.83,Medical,House,High
2333,170,71988,10/11/2023,Rejected,5,12.02,Business Expansion,None,Low
2334,766,482886,2/19/2023,Rejected,7,5.5,Home Renovation,Car,Low
2335,77,76137,3/21/2020,Approved,6,9.67,Home Renovation,Car,High
2336,662,303824,4/1/2020,Approved,3,7.57,Medical,None,Low
2337,556,19167,6/5/2020,Rejected,4,11.57,Education,Car,High
2338,561,260776,7/31/2023,Approved,1,11.14,Business Expansion,House,Low
2339,278,461052,1/25/2022,Closed,8,6.26,Medical,Car,High
2340,147,300722,6/11/2023,Closed,5,9.32,Home Renovation,House,Medium
2341,940,201369,9/29/2024,Approved,5,11.63,Education,None,Low
2342,105,439779,8/15/2022,Approved,10,10.57,Home Renovation,House,Medium
2343,194,25514,6/1/2024,Approved,8,6.59,Medical,None,Low
2344,109,226048,2/11/2021,Closed,1,4.25,Home Renovation,House,High
2345,155,348383,10/27/2022,Defaulted,5,10.48,Education,Car,High
2346,943,317289,4/11/2024,Approved,6,3.78,Education,House,High
2347,33,197535,1/30/2022,Rejected,2,12.07,Business Expansion,None,Low
2348,270,31165,8/20/2022,Rejected,6,9.57,Medical,Car,Low
2349,54,138109,9/3/2020,Rejected,4,3.81,Business Expansion,Car,Low
2350,256,289077,8/17/2024,Defaulted,4,10.46,Education,Car,Low
2351,4,421491,5/8/2020,Defaulted,7,12.34,Business Expansion,Car,Low
2352,225,215069,3/13/2021,Closed,2,8.97,Medical,House,High
2353,283,298094,10/30/2024,Defaulted,5,5.04,Business Expansion,None,High
2354,623,146055,8/29/2024,Defaulted,9,10.74,Medical,None,Low
2355,648,246303,10/14/2023,Rejected,8,10.83,Medical,House,High
2356,110,356725,3/24/2024,Approved,7,8.67,Education,Car,High
2357,670,411567,3/24/2024,Closed,4,6.12,Business Expansion,None,High
2358,272,340551,3/23/2021,Closed,4,8.45,Education,House,High
2359,188,94054,6/25/2022,Rejected,9,8.8,Business Expansion,House,Low
2360,484,380325,6/13/2022,Defaulted,6,5.58,Medical,Car,Medium
2361,768,487495,6/17/2022,Rejected,3,7.92,Home Renovation,House,Medium
2362,773,152956,7/28/2023,Rejected,5,9.05,Home Renovation,House,High
2363,782,241003,10/5/2020,Approved,3,5.13,Education,Car,Low
2364,995,30648,7/16/2024,Closed,2,9.22,Education,None,Medium
2365,250,121977,9/3/2021,Rejected,7,11.69,Home Renovation,Car,Low
2366,235,439538,7/6/2020,Closed,8,9.5,Business Expansion,House,Low
2367,200,482797,8/28/2024,Defaulted,1,7.54,Home Renovation,None,High
2368,305,306285,7/20/2023,Defaulted,6,10.89,Home Renovation,House,Medium
2369,310,206008,10/6/2024,Approved,5,9.87,Business Expansion,Car,High
2370,415,436206,10/7/2021,Defaulted,2,11.7,Education,Car,High
2371,116,325269,7/3/2020,Closed,7,5.72,Business Expansion,None,High
2372,710,445121,12/4/2020,Closed,8,5.08,Medical,House,High
2373,722,312264,3/7/2024,Rejected,8,5.76,Education,None,High
2374,482,474380,5/29/2023,Closed,1,10.15,Education,House,Low
2375,630,450814,2/26/2022,Approved,6,3.54,Business Expansion,House,High
2376,421,181756,6/10/2023,Approved,1,8.75,Business Expansion,None,High
2377,512,91370,11/2/2021,Defaulted,10,6.51,Home Renovation,Car,Medium
2378,755,398676,3/2/2022,Approved,8,3.69,Education,None,Medium
2379,285,370516,1/27/2021,Approved,8,11.65,Home Renovation,None,Medium
2380,60,330642,1/26/2024,Rejected,9,8.71,Home Renovation,None,Medium
2381,37,139169,1/17/2023,Closed,1,5.5,Medical,Car,Low
2382,948,144627,3/16/2020,Closed,9,3.67,Education,Car,High
2383,313,200071,12/19/2022,Closed,9,7.92,Home Renovation,Car,High
2384,847,75982,5/25/2021,Defaulted,3,7.76,Home Renovation,Car,Low
2385,967,111527,7/15/2023,Closed,5,6.69,Business Expansion,None,Medium
2386,844,376794,4/18/2021,Closed,7,5.3,Business Expansion,House,Medium
2387,670,231619,8/2/2021,Approved,1,8.36,Home Renovation,None,Low
2388,791,407144,8/6/2023,Defaulted,2,11.71,Education,House,Low
2389,588,104084,11/2/2023,Closed,7,3.65,Medical,Car,Low
2390,764,173363,2/3/2021,Defaulted,10,6.99,Medical,None,High
2391,92,192561,7/15/2023,Rejected,10,11.38,Business Expansion,House,High
2392,350,241965,6/2/2023,Approved,4,10.37,Home Renovation,House,Medium
2393,973,69977,12/24/2020,Closed,1,10.85,Business Expansion,None,Low
2394,658,14903,7/1/2023,Defaulted,2,5.55,Medical,House,High
2395,121,33231,10/14/2023,Defaulted,3,10.33,Home Renovation,None,High
2396,487,424164,11/12/2022,Defaulted,9,11.07,Medical,House,Medium
2397,962,439108,1/22/2022,Closed,9,8.1,Medical,Car,Medium
2398,144,347644,3/9/2020,Closed,4,7.58,Home Renovation,None,High
2399,65,126076,5/15/2021,Rejected,5,11.08,Home Renovation,House,High
2400,186,302296,9/11/2023,Approved,1,11.57,Education,None,Low
2401,416,133654,7/13/2020,Defaulted,7,11.26,Business Expansion,Car,High
2402,14,464942,8/27/2022,Closed,8,5.23,Education,None,High
2403,175,320690,4/10/2022,Closed,9,6.47,Medical,None,High
2404,237,493440,5/27/2023,Approved,4,8.49,Medical,None,High
2405,313,324579,9/13/2023,Defaulted,4,5.22,Home Renovation,House,High
2406,611,402454,9/8/2022,Rejected,1,3.78,Medical,Car,Low
2407,768,365909,2/1/2022,Defaulted,7,11.17,Business Expansion,House,Medium
2408,155,450483,11/25/2020,Defaulted,4,9.51,Home Renovation,House,Medium
2409,515,401880,1/18/2020,Rejected,9,4.73,Business Expansion,Car,Low
2410,6,271257,12/5/2023,Approved,3,8.59,Business Expansion,Car,High
2411,703,49716,11/5/2022,Rejected,8,7.06,Education,None,Low
2412,918,317566,10/7/2023,Closed,10,5.48,Home Renovation,None,High
2413,680,357943,8/25/2022,Rejected,1,12.43,Home Renovation,Car,High
2414,602,175268,5/18/2023,Closed,9,8.29,Medical,Car,Low
2415,283,104951,3/10/2023,Approved,2,10.21,Business Expansion,None,Low
2416,38,239169,9/15/2023,Rejected,7,6.95,Home Renovation,None,Low
2417,795,474773,8/2/2021,Approved,7,9.72,Education,House,High
2418,228,159168,7/26/2023,Rejected,2,5.8,Medical,Car,Low
2419,907,385860,6/5/2021,Approved,8,8.3,Education,Car,Medium
2420,937,451815,7/13/2023,Defaulted,6,4.53,Medical,House,High
2421,589,44175,8/18/2024,Approved,8,8.19,Home Renovation,Car,Medium
2422,804,215825,10/7/2022,Approved,2,12.14,Business Expansion,Car,High
2423,339,149275,7/26/2024,Closed,3,5.62,Medical,House,High
2424,616,249912,7/29/2021,Closed,5,9.07,Medical,House,Low
2425,641,173701,3/20/2020,Closed,9,11.36,Business Expansion,House,Low
2426,934,291637,2/18/2023,Defaulted,7,10.38,Education,Car,Medium
2427,721,418659,6/26/2022,Closed,2,8.56,Home Renovation,None,Low
2428,77,252713,1/27/2024,Rejected,7,4.07,Home Renovation,House,Low
2429,233,50114,3/19/2024,Approved,8,4.66,Business Expansion,None,Medium
2430,491,71288,12/27/2019,Rejected,9,5.54,Medical,House,Medium
2431,494,59510,2/18/2022,Approved,6,9.02,Business Expansion,None,Low
2432,80,434648,3/9/2023,Closed,5,4.05,Education,Car,Medium
2433,634,296749,5/7/2023,Approved,1,8.02,Home Renovation,Car,Medium
2434,967,249468,7/6/2023,Rejected,6,8.25,Business Expansion,Car,Medium
2435,251,473745,5/25/2024,Approved,6,7.18,Education,House,Medium
2436,112,36086,1/13/2023,Rejected,6,3.77,Business Expansion,House,High
2437,968,27665,9/19/2024,Closed,5,7.76,Medical,Car,Medium
2438,733,440227,4/18/2022,Rejected,5,5.94,Business Expansion,None,Low
2439,614,215985,6/8/2024,Closed,5,7.39,Business Expansion,House,Low
2440,181,422154,4/21/2020,Approved,3,5.28,Business Expansion,Car,Medium
2441,786,426572,11/27/2021,Defaulted,1,9.24,Home Renovation,House,Medium
2442,849,41911,3/22/2021,Closed,1,6.49,Home Renovation,House,Low
2443,205,482751,7/24/2022,Rejected,9,12.35,Education,Car,Medium
2444,144,103005,10/7/2021,Approved,6,10.27,Business Expansion,Car,Medium
2445,672,23965,1/28/2020,Approved,1,6.16,Home Renovation,None,Low
2446,43,316569,11/3/2023,Closed,4,7.04,Education,Car,Low
2447,954,31782,5/8/2024,Rejected,5,5.29,Home Renovation,Car,Medium
2448,773,180740,8/12/2023,Approved,2,7.16,Education,None,High
2449,286,164835,3/18/2022,Rejected,1,10.02,Education,Car,High
2450,585,12860,9/24/2021,Approved,8,6.01,Home Renovation,Car,Medium
2451,585,92108,8/15/2021,Rejected,7,10.59,Medical,None,Low
2452,438,431238,6/6/2022,Rejected,4,3.56,Business Expansion,Car,Low
2453,360,199900,5/23/2024,Defaulted,6,8.01,Education,House,Low
2454,103,334183,12/7/2020,Approved,3,4.21,Education,None,Low
2455,93,405388,2/16/2023,Closed,2,4.78,Home Renovation,None,High
2456,411,101293,11/28/2020,Approved,3,9.81,Education,House,Low
2457,659,330714,9/26/2023,Defaulted,7,10.27,Education,House,Medium
2458,590,331296,6/13/2024,Defaulted,1,5.83,Education,House,High
2459,387,168939,7/21/2023,Defaulted,7,12.1,Business Expansion,Car,Low
2460,15,182105,12/9/2023,Defaulted,3,11.77,Education,House,Medium
2461,352,338443,9/5/2024,Closed,8,5.94,Education,House,Medium
2462,31,403180,11/12/2020,Defaulted,7,8.62,Home Renovation,None,Low
2463,521,124850,1/26/2024,Closed,1,8.82,Home Renovation,Car,Medium
2464,17,122199,10/10/2024,Closed,9,5.94,Medical,House,Low
2465,422,483808,6/13/2024,Rejected,6,11.3,Education,Car,High
2466,66,227220,3/5/2022,Defaulted,5,10.38,Home Renovation,House,High
2467,936,367024,1/25/2020,Approved,10,5.9,Medical,None,Low
2468,172,191497,10/15/2023,Rejected,4,10.82,Home Renovation,Car,Low
2469,50,46770,12/11/2022,Approved,2,7.86,Education,Car,Low
2470,90,285014,1/9/2023,Approved,10,11.52,Home Renovation,Car,High
2471,932,422127,7/24/2024,Defaulted,4,6.42,Education,None,Low
2472,893,71771,1/22/2021,Approved,4,9.25,Education,House,High
2473,527,55853,5/10/2024,Approved,8,10.88,Business Expansion,House,Low
2474,439,213111,2/7/2022,Rejected,10,9.95,Home Renovation,House,Medium
2475,689,260076,11/7/2023,Rejected,6,11.21,Medical,None,High
2476,125,312826,7/25/2020,Defaulted,3,10.01,Business Expansion,None,Low
2477,51,99791,4/4/2023,Closed,4,12.32,Medical,Car,Low
2478,824,82981,11/20/2022,Approved,10,5.38,Education,House,Medium
2479,175,47746,4/12/2021,Approved,3,6.28,Education,House,Low
2480,853,36529,7/28/2022,Closed,6,11.46,Business Expansion,Car,Medium
2481,371,403667,4/30/2020,Approved,9,7.96,Medical,House,Low
2482,640,362063,12/30/2021,Rejected,8,7.79,Medical,None,Medium
2483,457,433718,6/18/2022,Defaulted,6,7.42,Education,Car,High
2484,682,401761,11/17/2020,Closed,10,7.84,Business Expansion,Car,Medium
2485,977,474561,6/21/2020,Rejected,1,9.12,Home Renovation,None,Low
2486,256,106227,5/12/2023,Approved,9,4.81,Home Renovation,House,Medium
2487,158,108632,4/19/2023,Rejected,6,8.74,Medical,House,Low
2488,788,275450,1/31/2022,Rejected,4,5.52,Education,House,Low
2489,751,431341,10/6/2022,Rejected,4,10.59,Business Expansion,House,Medium
2490,614,497811,12/1/2023,Closed,10,4.94,Education,House,High
2491,419,417184,11/13/2020,Defaulted,4,4.25,Medical,Car,High
2492,432,210568,6/15/2024,Closed,5,12.24,Education,Car,High
2493,556,387759,8/20/2024,Defaulted,1,6.02,Medical,None,High
2494,561,432230,1/24/2021,Approved,2,6.15,Business Expansion,Car,Low
2495,3,264254,8/14/2020,Defaulted,9,4.01,Home Renovation,House,Low
2496,385,253745,10/31/2023,Defaulted,10,12.27,Business Expansion,House,High
2497,23,96126,4/9/2020,Defaulted,6,7.34,Medical,None,Medium
2498,159,281773,10/20/2023,Rejected,7,10.93,Education,None,Medium
2499,192,18806,5/17/2024,Defaulted,4,8.55,Home Renovation,Car,High
2500,158,220307,11/24/2024,Closed,3,11.83,Education,None,Medium
2501,483,151085,9/19/2022,Closed,10,3.6,Home Renovation,Car,Low
2502,312,93632,3/25/2022,Defaulted,3,6.05,Home Renovation,Car,High
2503,730,22744,4/29/2022,Rejected,8,6.46,Business Expansion,House,Medium
2504,705,468712,8/23/2023,Defaulted,10,4.56,Education,House,Medium
2505,990,102111,1/12/2021,Rejected,10,3.91,Medical,House,Low
2506,235,168065,12/16/2023,Closed,7,4.08,Business Expansion,None,Medium
2507,183,302353,11/9/2021,Rejected,6,6.92,Home Renovation,House,Low
2508,657,180168,10/3/2024,Approved,2,7.45,Home Renovation,Car,Medium
2509,910,246434,6/2/2021,Rejected,10,4.5,Business Expansion,House,High
2510,669,419818,3/15/2021,Defaulted,1,8.89,Home Renovation,House,Medium
2511,934,69693,7/3/2020,Approved,1,5.06,Home Renovation,Car,Low
2512,844,242443,9/28/2022,Rejected,2,4.62,Business Expansion,None,High
2513,49,106023,9/14/2023,Closed,1,6.72,Business Expansion,None,High
2514,858,426467,6/17/2021,Approved,8,11.41,Education,None,Low
2515,60,128805,9/22/2022,Approved,7,8.88,Business Expansion,Car,Low
2516,750,117140,5/10/2024,Closed,8,5.83,Education,Car,Medium
2517,668,42948,6/2/2021,Defaulted,6,4.85,Business Expansion,House,Medium
2518,889,256680,10/24/2020,Defaulted,5,8.74,Home Renovation,House,Low
2519,452,146773,7/3/2020,Defaulted,3,6.24,Education,Car,Low
2520,719,232604,8/2/2021,Defaulted,7,5.63,Home Renovation,House,Medium
2521,458,39985,5/14/2022,Rejected,9,3.69,Education,Car,Medium
2522,628,199063,11/14/2023,Closed,5,7.76,Education,None,Low
2523,822,443024,2/1/2023,Rejected,3,7.58,Business Expansion,None,Medium
2524,690,435091,6/6/2022,Approved,10,8.12,Education,House,Low
2525,398,443408,8/12/2022,Defaulted,6,11.08,Home Renovation,None,Low
2526,394,131490,10/8/2022,Rejected,10,5.44,Home Renovation,House,High
2527,739,316729,10/11/2021,Approved,5,9.96,Home Renovation,None,Medium
2528,998,346677,12/20/2022,Rejected,8,7.44,Home Renovation,None,Low
2529,1,393741,8/20/2021,Defaulted,3,11.64,Business Expansion,None,Low
2530,578,133023,5/24/2020,Approved,10,7.44,Business Expansion,Car,High
2531,684,322999,7/1/2024,Defaulted,3,10.49,Home Renovation,House,Low
2532,335,348122,12/21/2023,Approved,8,9.05,Home Renovation,House,High
2533,52,248176,11/10/2020,Rejected,5,11.97,Education,Car,Medium
2534,334,251714,5/25/2022,Rejected,3,11.27,Business Expansion,None,Low
2535,635,245636,1/19/2022,Defaulted,4,8.82,Business Expansion,None,High
2536,121,12062,12/19/2019,Defaulted,4,7.93,Education,House,Low
2537,263,340658,7/27/2021,Rejected,6,10.66,Business Expansion,Car,Low
2538,160,240251,12/30/2023,Approved,6,10.62,Education,Car,High
2539,394,39295,3/9/2023,Rejected,9,5.05,Education,None,Medium
2540,205,493873,9/16/2022,Rejected,10,9.09,Education,None,High
2541,234,426183,10/18/2020,Defaulted,10,11.52,Home Renovation,None,Medium
2542,872,269056,11/8/2021,Defaulted,2,4.47,Education,House,High
2543,693,245427,9/16/2023,Closed,3,9.41,Home Renovation,None,Medium
2544,886,421005,2/26/2024,Defaulted,2,4.14,Home Renovation,None,Medium
2545,43,292439,4/11/2021,Approved,10,3.52,Education,Car,Low
2546,190,134146,4/23/2022,Defaulted,6,8.61,Education,Car,Low
2547,742,62818,3/11/2022,Rejected,10,3.53,Education,None,Low
2548,86,297678,2/19/2022,Closed,3,7.69,Medical,Car,High
2549,875,8607,8/31/2024,Rejected,5,5.31,Home Renovation,House,High
2550,27,484789,10/11/2021,Closed,4,3.63,Education,Car,Medium
2551,229,259539,11/27/2024,Approved,9,11.37,Medical,None,High
2552,331,371293,1/18/2022,Defaulted,9,4.01,Medical,None,Medium
2553,616,33789,11/6/2024,Approved,7,10.3,Home Renovation,None,Medium
2554,540,179626,5/13/2024,Closed,9,9.99,Business Expansion,House,High
2555,734,78439,7/6/2024,Approved,4,5.21,Business Expansion,House,Low
2556,566,386320,3/31/2024,Approved,5,5.38,Education,None,Low
2557,149,244754,9/26/2023,Defaulted,1,10.92,Home Renovation,None,High
2558,780,99201,11/17/2020,Approved,6,5.78,Home Renovation,Car,Low
2559,202,470726,8/15/2020,Approved,10,8.79,Home Renovation,Car,High
2560,403,144672,2/19/2021,Defaulted,5,5.03,Home Renovation,House,Medium
2561,253,43599,7/26/2022,Rejected,6,9.38,Medical,House,High
2562,786,231925,5/13/2024,Closed,10,8.17,Home Renovation,House,Low
2563,757,73361,1/19/2022,Rejected,4,9.28,Business Expansion,Car,Low
2564,211,392839,3/13/2022,Rejected,4,4.88,Home Renovation,None,High
2565,697,197839,6/25/2024,Approved,8,10.25,Business Expansion,House,High
2566,676,299046,11/18/2022,Approved,10,5.59,Education,Car,Medium
2567,199,171803,6/22/2024,Defaulted,6,6.67,Medical,House,High
2568,794,108993,2/8/2023,Closed,7,11.31,Business Expansion,House,High
2569,965,246401,8/6/2023,Closed,10,10.53,Medical,House,High
2570,249,498775,11/24/2022,Rejected,8,9.14,Home Renovation,House,Medium
2571,763,432586,11/7/2021,Approved,7,6.48,Business Expansion,Car,Medium
2572,286,488058,11/29/2023,Closed,7,10.05,Education,Car,High
2573,71,384495,7/28/2020,Closed,7,7.5,Home Renovation,None,High
2574,241,160250,10/8/2023,Defaulted,7,4.56,Business Expansion,House,Medium
2575,563,479328,5/18/2024,Defaulted,6,9.71,Education,None,Low
2576,639,418378,3/22/2020,Rejected,2,11.39,Business Expansion,House,Low
2577,449,140327,9/28/2024,Defaulted,1,4.38,Medical,House,Low
2578,184,401419,4/11/2024,Approved,6,7.21,Medical,House,Medium
2579,593,472461,6/22/2023,Defaulted,4,8.28,Medical,None,Medium
2580,303,103811,8/3/2021,Closed,4,12.02,Home Renovation,House,Low
2581,731,394363,4/3/2024,Closed,6,11.6,Business Expansion,House,Low
2582,729,13054,8/20/2021,Defaulted,1,10.38,Education,House,Medium
2583,679,119615,9/2/2024,Rejected,5,4.16,Medical,Car,High
2584,295,11518,9/14/2023,Approved,8,10.33,Home Renovation,Car,Medium
2585,726,225964,1/26/2020,Approved,6,6.26,Medical,None,Medium
2586,254,169995,3/31/2022,Defaulted,10,6.22,Home Renovation,Car,High
2587,857,396436,10/7/2020,Closed,9,4.86,Medical,None,Medium
2588,267,134533,9/6/2021,Rejected,9,12.23,Education,House,Low
2589,50,372794,6/6/2021,Approved,2,12.24,Home Renovation,Car,Medium
2590,312,340823,4/10/2022,Closed,1,6.93,Home Renovation,House,Medium
2591,2,59765,5/11/2020,Closed,7,5.83,Education,Car,Medium
2592,236,337836,9/7/2024,Rejected,1,9.8,Education,House,Medium
2593,749,191853,11/25/2024,Rejected,6,6.52,Business Expansion,Car,Low
2594,588,294030,7/27/2021,Closed,1,6.38,Education,None,Medium
2595,111,240222,12/26/2020,Approved,4,8.14,Medical,Car,Low
2596,598,28165,10/31/2024,Approved,5,11.09,Business Expansion,House,High
2597,373,102372,9/25/2021,Defaulted,5,6.98,Education,Car,Medium
2598,340,166006,5/22/2022,Approved,9,8.43,Medical,None,Medium
2599,598,50085,9/17/2020,Approved,8,6.56,Medical,Car,Medium
2600,744,118280,5/15/2020,Closed,8,9.55,Business Expansion,Car,High
2601,604,98551,4/4/2020,Approved,4,12.17,Education,None,High
2602,770,453782,1/3/2023,Defaulted,1,3.51,Education,Car,Medium
2603,567,443362,2/14/2022,Closed,3,12.47,Business Expansion,House,Medium
2604,71,456754,9/13/2023,Rejected,5,4.23,Home Renovation,Car,High
2605,349,384240,5/23/2023,Rejected,8,8.78,Education,House,Medium
2606,732,197213,7/19/2024,Approved,5,10.28,Education,Car,Medium
2607,176,317541,9/2/2021,Approved,3,10.49,Home Renovation,Car,High
2608,238,208383,12/1/2022,Defaulted,3,9.58,Education,House,High
2609,796,25838,10/14/2022,Defaulted,3,4.4,Home Renovation,House,Low
2610,164,253534,7/25/2020,Closed,7,11.23,Business Expansion,None,Low
2611,447,165489,4/3/2021,Closed,10,7.91,Business Expansion,House,Low
2612,719,228097,8/7/2022,Closed,9,9.94,Medical,Car,High
2613,450,373057,6/27/2022,Defaulted,1,9.84,Medical,None,Medium
2614,403,193822,6/15/2022,Approved,3,11.8,Business Expansion,Car,Medium
2615,834,70977,9/10/2024,Approved,6,6.54,Business Expansion,None,Medium
2616,652,29316,9/6/2021,Closed,2,9.81,Education,House,Medium
2617,70,327341,2/6/2024,Defaulted,9,12.24,Medical,None,Low
2618,416,91930,3/24/2023,Rejected,8,9.59,Business Expansion,None,Medium
2619,928,483652,8/8/2022,Rejected,7,6.19,Medical,None,Low
2620,594,120837,6/9/2024,Approved,7,11.34,Education,House,Low
2621,372,36066,8/4/2020,Rejected,9,10.86,Home Renovation,House,Low
2622,87,286776,3/31/2021,Rejected,6,8.03,Medical,None,Medium
2623,879,451413,3/5/2021,Rejected,10,7.85,Education,None,Medium
2624,497,343874,8/26/2023,Closed,6,12.32,Home Renovation,House,Medium
2625,860,227687,4/29/2024,Closed,7,6.45,Education,Car,Low
2626,535,12470,12/14/2022,Rejected,4,4.35,Business Expansion,House,Medium
2627,395,238788,4/3/2022,Rejected,5,6.04,Business Expansion,Car,Medium
2628,639,495641,3/3/2022,Rejected,10,10.45,Business Expansion,House,Low
2629,874,166121,2/17/2021,Defaulted,9,4.89,Business Expansion,Car,Low
2630,519,254643,12/25/2023,Approved,9,8.76,Medical,Car,High
2631,542,74622,2/16/2022,Rejected,1,5.24,Medical,None,Medium
2632,591,213369,12/5/2022,Approved,4,10.99,Home Renovation,None,Medium
2633,867,404346,3/6/2021,Closed,8,4.82,Medical,House,High
2634,615,106496,1/9/2023,Closed,9,5.86,Education,Car,Low
2635,303,477104,5/23/2022,Approved,6,7.52,Home Renovation,None,Low
2636,710,30422,11/1/2020,Approved,7,6.85,Business Expansion,House,Low
2637,316,441747,4/7/2024,Approved,4,5.06,Business Expansion,Car,Medium
2638,639,37271,5/1/2021,Closed,1,9.19,Education,Car,Low
2639,969,384363,11/2/2021,Defaulted,6,5.2,Medical,None,Medium
2640,560,431161,10/6/2022,Rejected,7,7,Medical,Car,Medium
2641,228,472891,4/26/2023,Approved,7,10.67,Business Expansion,Car,Medium
2642,365,420334,6/29/2023,Closed,7,10.38,Medical,Car,High
2643,785,36419,12/8/2023,Rejected,6,11.29,Business Expansion,None,Low
2644,56,116512,8/24/2022,Closed,8,3.57,Medical,Car,Low
2645,336,16303,2/2/2024,Closed,7,7.82,Business Expansion,Car,High
2646,384,465353,4/11/2023,Rejected,10,6.17,Home Renovation,None,Medium
2647,52,420687,6/24/2021,Closed,2,12.34,Business Expansion,House,High
2648,584,118280,5/31/2021,Rejected,2,11.13,Education,None,High
2649,147,301972,6/11/2023,Defaulted,4,11.34,Business Expansion,None,Medium
2650,977,47293,10/28/2021,Defaulted,8,6.92,Business Expansion,House,Medium
2651,376,116653,2/27/2020,Rejected,8,10.91,Medical,Car,Medium
2652,50,18313,7/18/2021,Approved,8,8,Business Expansion,None,Medium
2653,834,234246,10/13/2022,Closed,1,8.26,Education,House,High
2654,707,216176,10/27/2021,Defaulted,4,5.48,Home Renovation,None,High
2655,607,387060,1/4/2024,Rejected,8,5.87,Business Expansion,Car,Medium
2656,93,9953,12/7/2020,Rejected,7,11.33,Education,None,Low
2657,593,237174,8/2/2020,Defaulted,7,5.88,Home Renovation,Car,Low
2658,832,419388,11/26/2024,Closed,2,12.41,Home Renovation,House,Low
2659,999,235683,8/13/2023,Defaulted,4,8.61,Medical,House,Medium
2660,470,143751,11/25/2021,Closed,9,9.99,Home Renovation,None,High
2661,18,140139,1/18/2023,Rejected,4,9.26,Education,None,Low
2662,877,439369,5/29/2020,Closed,10,8.7,Medical,None,High
2663,519,499409,10/9/2020,Defaulted,7,7.26,Home Renovation,None,Low
2664,988,244500,1/2/2024,Approved,10,3.62,Education,None,Low
2665,64,319951,6/17/2021,Defaulted,10,6.94,Medical,House,High
2666,207,166835,11/2/2021,Approved,9,7.36,Business Expansion,House,High
2667,492,122926,7/25/2020,Closed,8,11.46,Education,None,High
2668,335,375540,10/16/2020,Defaulted,2,3.75,Medical,Car,Medium
2669,82,24366,11/26/2023,Approved,4,8.02,Education,None,High
2670,128,30578,4/12/2024,Approved,8,9.21,Education,House,Low
2671,261,309919,2/3/2020,Defaulted,10,5.12,Home Renovation,Car,Medium
2672,433,142530,10/30/2020,Rejected,2,10.19,Education,None,High
2673,517,49719,2/22/2023,Rejected,5,12.12,Education,House,Medium
2674,313,440489,1/15/2021,Closed,10,7.03,Home Renovation,House,Low
2675,769,176666,1/17/2024,Closed,7,7.01,Home Renovation,None,High
2676,706,267399,10/16/2023,Approved,8,10.8,Education,Car,Low
2677,214,58263,4/18/2023,Closed,5,6.91,Home Renovation,None,High
2678,357,189635,8/2/2022,Closed,3,4.27,Education,House,High
